index,time_shap,time_lime,time_formal,time_hybrid_lime,time_hybrid_shap
0,0.028269052505493164,0.593686580657959,0.8279333114624023,0.5163290500640869,0.5136654376983643
1,0.02523040771484375,0.3599982261657715,1.2885653972625732,0.9609858989715576,0.9575037956237793
2,0.028085708618164062,1.1659178733825684,1.3929531574249268,1.0298714637756348,1.0268430709838867
3,0.02440476417541504,0.3699023723602295,42.33948016166687,42.157660484313965,42.154818296432495
4,0.026502609252929688,0.578129768371582,1.4511656761169434,1.0348927974700928,1.031794786453247
5,0.02491450309753418,0.6233944892883301,1.3198158740997314,1.056840181350708,1.0540709495544434
6,0.024827241897583008,0.9735574722290039,1.348421573638916,1.0865719318389893,1.0839414596557617
7,0.026527881622314453,0.9630582332611084,1.3637845516204834,1.0830707550048828,1.080334186553955
8,0.026076078414916992,0.7479126453399658,1.3866097927093506,1.019228219985962,1.0163757801055908
9,0.02489638328552246,0.8092813491821289,1.385282039642334,1.0230255126953125,1.0197374820709229
10,0.02685689926147461,0.7732555866241455,-41.64483571052551,-42.00210738182068,-42.00500965118408
11,0.02450871467590332,0.6369109153747559,1.4359304904937744,1.0771074295043945,1.0743939876556396
12,0.0248868465423584,0.9314484596252441,1.4821417331695557,1.1359059810638428,1.1303355693817139
13,0.04781031608581543,0.6200127601623535,0.8726985454559326,0.5664114952087402,0.5637526512145996
14,0.02487468719482422,0.5422582626342773,1.313891887664795,1.0200088024139404,1.016690969467163
15,0.026566267013549805,1.5867114067077637,0.9835512638092041,0.6440825462341309,0.6411449909210205
16,0.027405738830566406,0.7328753471374512,1.4117217063903809,1.1332368850708008,1.1305062770843506
17,0.025183439254760742,0.6337285041809082,1.4910829067230225,1.1816473007202148,1.1783277988433838
18,0.026680707931518555,1.245365858078003,1.5296669006347656,1.1382005214691162,1.134775161743164
19,0.025008678436279297,1.8479857444763184,1.0819611549377441,0.7582676410675049,0.7550168037414551
20,0.026920080184936523,0.7050316333770752,1.416797161102295,1.1564903259277344,1.153743028640747
21,0.0249936580657959,1.3554232120513916,1.0129961967468262,1.1483807563781738,1.1442322731018066
22,0.027570009231567383,1.0682682991027832,1.4224984645843506,1.123795986175537,1.1196882724761963
23,0.03476262092590332,1.2435951232910156,1.4652721881866455,1.0980920791625977,1.095344066619873
24,0.02539348602294922,0.05811309814453125,1.3326101303100586,1.0866131782531738,1.084134817123413
25,0.025438308715820312,0.6703026294708252,1.5548655986785889,1.197763204574585,1.1930534839630127
26,0.033898115158081055,1.145747184753418,1.553269386291504,1.2644717693328857,1.2614014148712158
27,0.025199174880981445,0.5778238773345947,1.383483648300171,1.1483616828918457,1.1451680660247803
28,0.02697587013244629,0.6218478679656982,1.0182194709777832,0.6698646545410156,0.6666016578674316
29,0.02490520477294922,0.6189994812011719,1.4470503330230713,1.0801951885223389,1.0764262676239014
30,0.026830196380615234,1.1287565231323242,1.4542453289031982,1.1708738803863525,1.1677274703979492
31,0.026990175247192383,0.6032140254974365,1.5559546947479248,1.1452736854553223,1.1423592567443848
32,0.02627420425415039,0.6921689510345459,1.4133374691009521,1.0925745964050293,1.0896978378295898
33,0.026569604873657227,0.9056906700134277,1.7009291648864746,1.3588061332702637,1.3552088737487793
34,0.03264451026916504,0.7163300514221191,1.421457290649414,1.0837996006011963,1.0810678005218506
35,0.02582383155822754,0.935438871383667,0.9743006229400635,0.6367402076721191,0.633420467376709
36,0.027254104614257812,1.0693626403808594,1.6507377624511719,1.2593326568603516,1.2540616989135742
37,0.04634547233581543,1.14182710647583,1.0811820030212402,0.7077100276947021,0.7047069072723389
38,0.026178836822509766,0.6328001022338867,1.4499680995941162,1.1376876831054688,1.1349787712097168
39,0.027312040328979492,0.6920785903930664,1.4810006618499756,1.1461386680603027,1.1434025764465332
40,-0.4782402515411377,1.2829532623291016,1.766547441482544,1.4374289512634277,1.4341702461242676
